x,y,unixtime
38.622366,27.714909,1520990177
38.598919,27.731409,1520990178
38.555086,27.762255,1520990179
38.528689,27.78083,1520990180
38.487108,27.810091,1520990181
38.458297,27.830365,1520990182
38.42015,27.857209,1520990183
38.388871,27.879221,1520990184
38.351797,27.90531,1520990186
38.31864,27.928642,1520990187
38.282961,27.95375,1520990188
38.248731,27.977838,1520990189
38.21729,27.999962,1520990190
38.178768,28.027071,1520990191
38.151781,28.046062,1520990192
38.109074,28.076115,1520990193
38.084716,28.093256,1520990194
38.038414,28.125839,1520990195
38.018348,28.139959,1520990196
37.968129,28.175298,1520990197
37.950907,28.187418,1520990198
37.898488,28.224305,1520990199
37.884431,28.234196,1520990200
37.827775,28.274066,1520990201
37.816722,28.281844,1520990202
37.757651,28.323412,1520990203
37.74971,28.329,1520990204
37.687635,28.372683,1520990205
37.683933,28.375288,1520990206
37.617189,28.422256,1520990207
37.551519,28.468468,1520990208
37.546636,28.471904,1520990209
37.484078,28.515927,1520990210
37.476781,28.521062,1520990211
37.417924,28.562479,1520990212
37.40655,28.570483,1520990213
37.350161,28.610164,1520990214
37.336105,28.620056,1520990215
37.284598,28.656301,1520990216
37.266464,28.669063,1520990217
37.21866,28.702703,1520990218
37.195965,28.718673,1520990219
37.151165,28.750199,1520990220
37.126324,28.767679,1520990221
37.08426,28.79728,1520990222
37.056469,28.816837,1520990223
37.016551,28.844927,1520990224
36.986238,28.866259,1520990225
36.951793,28.890498,1520990227
36.916329,28.915454,1520990228
36.883332,28.938673,1520990229
36.846205,28.9648,1520990230
36.816213,28.985905,1520990231
36.776296,29.013995,1520990232
36.749309,29.032986,1520990233
36.706441,29.063153,1520990234
36.682726,29.079841,1520990235
36.636693,29.112235,1520990236
36.615607,29.127073,1520990237
36.566515,29.161619,1520990238
36.548917,29.174003,1520990239
36.496338,29.211003,1520990240
36.482281,29.220895,1520990241
36.426,29.2605,1520990242
36.426,29.2605,1520990243
36.32882,29.268379,1520990244
36.313085,29.269655,1520990245
36.211792,29.277868,1520990246
36.200617,29.278774,1520990247
36.094944,29.287342,1520990248
36.088685,29.28785,1520990249
35.978006,29.296824,1520990250
35.977111,29.296896,1520990251
35.865091,29.305979,1520990252
35.860889,29.30632,1520990253
35.75298,29.315069,1520990254
35.744308,29.315772,1520990255
35.641585,29.324101,1520990256
35.626923,29.32529,1520990257
35.530369,29.333119,1520990258
35.510611,29.334721,1520990259
35.417096,29.342303,1520990260
35.39412,29.344166,1520990261
35.304539,29.351429,1520990262
35.276735,29.353684,1520990263
35.190819,29.36065,1520990264
35.15926,29.363209,1520990265
35.080944,29.369559,1520990266
35.043216,29.372618,1520990267
34.971694,29.378417,1520990269
34.92592,29.382128,1520990270
34.855203,29.387862,1520990271
34.809787,29.391544,1520990272
34.742467,29.397003,1520990273
34.693296,29.40099,1520990274
34.630804,29.406056,1520990275
34.576,29.4105,1520990276
34.576,29.4105,1520990277
34.624236,29.412275,1520990278
34.662504,29.413682,1520990279
34.71555,29.415634,1520990280
34.749218,29.416873,1520990281
34.806376,29.418975,1520990282
34.835862,29.42006,1520990283
34.897481,29.422327,1520990284
34.923691,29.423291,1520990285
34.988377,29.425671,1520990286
35.008662,29.426417,1520990287
35.07997,29.429041,1520990288
35.092866,29.429515,1520990289
35.171215,29.432397,1520990290
35.181601,29.432779,1520990291
35.261902,29.435734,1520990292
35.268593,29.43598,1520990293
35.353146,29.43909,1520990294
35.356562,29.439216,1520990295
35.445157,29.442475,1520990296
35.532289,29.445681,1520990297
35.535774,29.445809,1520990298
35.618584,29.448856,1520990299
35.62681,29.449158,1520990300
35.704531,29.452018,1520990301
35.717915,29.45251,1520990302
35.790687,29.455187,1520990303
35.809368,29.455874,1520990304
35.880189,29.45848,1520990305
35.900822,29.459239,1520990306
35.967948,29.461708,1520990307
35.992415,29.462609,1520990308
36.056544,29.464968,1520990309
36.082892,29.465937,1520990310
36.145697,29.468248,1520990312
36.174276,29.469299,1520990313
36.234362,29.47151,1520990314
36.265939,29.472671,1520990315
36.319891,29.474656,1520990316
36.357113,29.476026,1520990317
36.406186,29.477831,1520990318
36.448637,29.479393,1520990319
36.492133,29.480993,1520990320
36.539742,29.482744,1520990321
36.580101,29.484229,1520990322
36.630707,29.486091,1520990323
36.665002,29.487352,1520990324
36.721673,29.489437,1520990325
36.753389,29.490604,1520990326
36.812569,29.492781,1520990327
36.84066,29.493815,1520990328
36.903325,29.49612,1520990329
36.92828,29.497038,1520990330
36.994361,29.499469,1520990331
37.012902,29.500151,1520990332
37.084978,29.502803,1520990333
37.100104,29.503359,1520990334
37.176013,29.506152,1520990335
37.184029,29.506447,1520990336
37.266769,29.509491,1520990337
37.270952,29.509645,1520990338
37.357944,29.512845,1520990339
37.358641,29.512871,1520990340
37.446052,29.516087,1520990341
37.448352,29.516171,1520990342
37.534369,29.519336,1520990343
37.540991,29.519579,1520990344
37.62171,29.522549,1520990345
37.630771,29.522882,1520990346
37.707168,29.525693,1520990347
37.722294,29.526249,1520990348
37.793812,29.52888,1520990349
37.813609,29.529609,1520990350
37.878365,29.531991,1520990351
37.904644,29.532958,1520990352
37.966333,29.535227,1520990354
37.995331,29.536294,1520990355
38.054092,29.538456,1520990356
38.086575,29.539651,1520990357
38.140597,29.541638,1520990358
38.178029,29.543015,1520990359
38.225847,29.544774,1520990360
38.269203,29.54637,1520990361
38.314442,29.548034,1520990362
38.361354,29.54976,1520990363
38.401435,29.551234,1520990364
38.452389,29.553109,1520990365
38.490518,29.554512,1520990366
38.543215,29.55645,1520990367
38.579671,29.557791,1520990368
38.63432,29.559802,1520990369
38.664921,29.560928,1520990370
38.725147,29.563143,1520990371
38.753586,29.56419,1520990372
38.816391,29.5665,1520990373
38.842043,29.567444,1520990374
38.906869,29.569829,1520990375
38.928896,29.570639,1520990376
38.997695,29.57317,1520990377
39.016306,29.573855,1520990378
39.08887,29.576524,1520990379
39.103787,29.577073,1520990380
39.179696,29.579866,1520990381
39.191894,29.580314,1520990382
39.270871,29.58322,1520990383
39.280699,29.583582,1520990384
39.361697,29.586561,1520990385
39.368946,29.586828,1520990386
39.452523,29.589903,1520990387
39.456008,29.590031,1520990388
39.542582,29.593216,1520990389
39.543698,29.593257,1520990390
39.628947,29.596393,1520990391
39.634872,29.596611,1520990392
39.714058,29.599524,1520990393
39.725559,29.599948,1520990395
39.804257,29.602843,1520990396
39.816176,29.603281,1520990397
39.892573,29.606092,1520990398
39.90756,29.606643,1520990399
39.980263,29.609318,1520990400
39.998804,29.61,1520990401
40.066698,29.612498,1520990402
40.089282,29.613329,1520990403
40.15369,29.615698,1520990404
40.180457,29.616683,1520990405
40.239637,29.61886,1520990406
40.271701,29.62004,1520990407
40.326559,29.622058,1520990408
40.362388,29.623376,1520990409
40.414249,29.625284,1520990410
40.453981,29.626745,1520990411
40.504866,29.628618,1520990412
40.545435,29.63011,1520990413
40.587885,29.631672,1520990414
40.636261,29.633451,1520990415
40.675156,29.634882,1520990416
40.727435,29.636806,1520990417
40.762497,29.638096,1520990418
40.81854,29.640157,1520990419
40.850117,29.641319,1520990420
40.909785,29.643514,1520990421
40.937109,29.644519,1520990422
41.000611,29.646856,1520990423
41.024659,29.64774,1520990424
41.092483,29.650235,1520990425
41.110955,29.650915,1520990426
41.183658,29.65359,1520990427
41.200108,29.654195,1520990428
41.274135,29.656918,1520990429
41.287379,29.657405,1520990430
41.365519,29.66028,1520990431
41.37472,29.660619,1520990432
41.456763,29.663637,1520990433
41.46227,29.66384,1520990434
41.548705,29.667019,1520990435
41.639043,29.670343,1520990437
41.63981,29.670371,1520990438
41.725269,29.673515,1520990439
41.730636,29.673712,1520990440
41.813934,29.676777,1520990441
41.821741,29.677064,1520990442
41.900996,29.67998,1520990443
41.913195,29.680429,1520990444
41.988337,29.683193,1520990445
42.004369,29.683783,1520990446
42.075887,29.686414,1520990447
42.095893,29.68715,1520990448
42.163228,29.689627,1520990449
42.186719,29.690491,1520990450
42.25029,29.69283,1520990451
42.278242,29.693858,1520990452
42.337143,29.696025,1520990453
42.369347,29.69721,1520990454
42.423648,29.699208,1520990455
42.461219,29.70059,1520990456
42.512313,29.70247,1520990457
42.552045,29.703931,1520990458
42.597981,29.705621,1520990459
42.64322,29.707286,1520990460
42.686089,29.708863,1520990461
42.734534,29.710645,1520990462
42.769805,29.711943,1520990463
42.825499,29.713991,1520990464
42.85617,29.71512,1520990465
42.916883,29.717353,1520990466
42.943999,29.718351,1520990467
43.008197,29.720713,1520990468
43.034058,29.721664,1520990469
43.09979,29.724082,1520990470
43.122096,29.724903,1520990471
43.190617,29.727424,1520990472
43.211598,29.728196,1520990473
43.281652,29.730773,1520990474
43.299775,29.73144,1520990475
43.373175,29.73414,1520990476
43.384398,29.734553,1520990477
43.464071,29.737484,1520990478
43.471669,29.737763,1520990480
43.555525,29.740848,1520990481
43.558313,29.740951,1520990482
43.644678,29.744128,1520990483
43.646351,29.74419,1520990484
43.732995,29.747377,1520990485
43.737316,29.747536,1520990486
43.818453,29.750521,1520990487
43.828003,29.750873,1520990488
43.907119,29.753783,1520990489
43.919317,29.754232,1520990490
43.990974,29.756868,1520990491
44.010771,29.757596,1520990492
44.078315,29.760081,1520990493
44.102364,29.760966,1520990494
44.165796,29.7633,1520990495
44.193538,29.76432,1520990496
44.251464,29.766451,1520990497
44.284086,29.767652,1520990498
44.338247,29.769644,1520990499
44.375191,29.771003,1520990500
44.424961,29.772834,1520990501
44.466366,29.774357,1520990502
44.51265,29.77606,1520990503
44.55754,29.777712,1520990504
44.600618,29.779296,1520990505
44.649412,29.781092,1520990506
44.686914,29.782471,1520990507
44.740099,29.784428,1520990508
44.77307,29.785641,1520990509
44.831274,29.787782,1520990510
44.860759,29.788867,1520990511
44.921891,29.791116,1520990512
44.947124,29.792044,1520990513
45.013344,29.79448,1520990514
45.03328,29.795214,1520990515
45.104589,29.797837,1520990516
45.119645,29.798391,1520990517
45.195694,29.801189,1520990518
45.209286,29.801689,1520990519
45.286799,29.80454,1520990520
45.296348,29.804892,1520990522
45.377555,29.807879,1520990523
45.384456,29.808133,1520990524
45.469566,29.811264,1520990525
45.471727,29.811344,1520990526
45.558859,29.814549,1520990527
45.559905,29.814588,1520990528
45.647942,29.817827,1520990529
45.6508,29.817932,1520990530
45.735911,29.821063,1520990531
45.741487,29.821268,1520990532
45.82604,29.824379,1520990533
45.832453,29.824614,1520990534
45.913729,29.827605,1520990535
45.924185,29.827989,1520990536
45.999955,29.830777,1520990537
46.01529,29.831341,1520990538
46.088341,29.834028,1520990539
46.106744,29.834705,1520990540
46.174707,29.837206,1520990541
46.197361,29.838039,1520990542
46.263651,29.840478,1520990543
46.287838,29.841368,1520990544
46.350922,29.843688,1520990545
46.379222,29.84473,1520990546
46.387029,29.845017,1520990547
46.37496,30.387927,1520990548
46.329204,30.793371,1520990549
46.372625,30.830189,1520990550
46.418751,30.859702,1520990551
46.467778,30.864469,1520990552
46.510578,30.868044,1520990553
46.554771,30.868669,1520990554
46.601683,30.870395,1520990555
46.639533,30.871788,1520990556
46.644412,30.871967,1520990557
46.590107,29.652973,1520990558
46.635656,29.514324,1520990559
46.729099,29.440173,1520990560
46.74211,29.426689,1520990561
46.812558,29.424317,1520990563
46.831866,29.424027,1520990564
46.900247,29.426543,1520990565
46.922832,29.427374,1520990566
46.989261,29.429818,1520990567
47.014007,29.430728,1520990568
47.075835,29.433003,1520990569
47.105042,29.434077,1520990570
47.162828,29.436203,1520990571
47.195868,29.437419,1520990572
47.250866,29.439442,1520990573
47.287043,29.440773,1520990574
47.337301,29.442622,1520990575
47.37766,29.444107,1520990576
47.424432,29.445827,1520990577
47.469462,29.447484,1520990578
47.511773,29.449041,1520990579
47.560497,29.450833,1520990580
47.596535,29.452159,1520990581
47.651463,29.45418,1520990582
47.683528,29.455359,1520990583
47.742638,29.457534,1520990584
47.771426,29.458593,1520990585
47.833812,29.460888,1520990586
47.859743,29.461842,1520990587
47.924917,29.46424,1520990588
47.946456,29.465032,1520990589
48.015744,29.467581,1520990590
48.033658,29.46824,1520990591
48.107267,29.470948,1520990592
48.12079,29.471446,1520990593
48.198093,29.47429,1520990594
48.207155,29.474623,1520990595
48.290035,29.477672,1520990596
48.292474,29.477762,1520990597
48.379327,29.480957,1520990598
48.381279,29.481029,1520990599
48.46618,29.484152,1520990600
48.473011,29.484404,1520990601
48.552406,29.487324,1520990602
48.56328,29.487725,1520990604
48.565371,29.487801,1520990605
49.229747,29.364538,1520990606
49.351267,29.280145,1520990607
49.425903,29.244707,1520990608
49.447372,29.233497,1520990609
49.510268,29.237885,1520990610
49.536919,29.238828,1520990611
49.599097,29.241116,1520990612
49.627885,29.242175,1520990613
49.685043,29.244278,1520990614
49.71906,29.245529,1520990615
49.77343,29.247529,1520990616
49.810025,29.248876,1520990617
49.863141,29.25083,1520990618
49.901061,29.252225,1520990619
49.95097,29.254061,1520990620
49.992096,29.255574,1520990621
50.039217,29.257307,1520990622
50.08334,29.258931,1520990623
50.126,29.2605,1520990624
50.126,29.2605,1520990625
49.140302,31.452162,1520990626
47.815438,34.397944,1520990627
46.903932,36.424642,1520990628
45.515475,39.511822,1520990629
44.711724,41.29893,1520990630
43.194314,44.672833,1520990631
42.595476,46.004326,1520990632
40.878453,49.82206,1520990633
40.878453,49.82206,1520990634
40.832248,49.619634,1520990635
40.820955,49.570157,1520990636
40.819834,49.565248,1520990637
40.284934,47.221805,1520990638
40.241573,47.03184,1520990639
40.200433,46.851599,1520990640
40.193902,46.822986,1520990641
40.14411,46.604845,1520990642
40.136223,46.570289,1520990643
40.089307,46.364746,1520990644
40.077789,46.314287,1520990646
40.033422,46.119912,1520990647
40.019574,46.059243,1520990648
39.977134,45.87331,1520990649
39.96109,45.80302,1520990650
39.921698,45.630438,1520990651
39.902517,45.546405,1520990652
39.864917,45.381677,1520990653
39.843764,45.289005,1520990654
39.807957,45.13213,1520990655
39.784922,45.031211,1520990656
39.752476,44.889062,1520990657
39.726348,44.774596,1520990658
39.697532,44.64835,1520990659
39.66773,44.517785,1520990660
39.641379,44.402337,1520990661
39.62091,44.312664,1520990662
39.606135,44.247934,1520990663
39.583674,44.14953,1520990664
39.569241,44.086297,1520990665
39.546353,43.986022,1520990666
39.533998,43.931893,1520990667
39.509316,43.823761,1520990668
39.499239,43.77961,1520990669
39.499239,43.77961,1520990670
39.474339,43.670523,1520990671
39.381907,43.265569,1520990672
39.36471,43.190229,1520990673
39.26556,42.755845,1520990674
39.250244,42.688745,1520990675
39.19911,42.464722,1520990676
39.19306,42.438216,1520990677
39.140133,42.20634,1520990678
39.136727,42.191418,1520990679
39.081515,41.949528,1520990680
39.026527,41.70862,1520990681
39.02339,41.694877,1520990682
38.969925,41.460644,1520990683
38.964995,41.439047,1520990684
38.914578,41.218165,1520990685
38.906646,41.183413,1520990686
38.860083,40.979417,1520990688
38.848072,40.926798,1520990689
38.804288,40.734975,1520990690
38.789275,40.669201,1520990691
38.748045,40.488569,1520990692
38.73115,40.414549,1520990693
38.692609,40.245698,1520990694
38.672352,40.156953,1520990695
38.635379,39.994973,1520990696
38.613779,39.900337,1520990697
38.578823,39.747193,1520990698
38.555429,39.644704,1520990699
38.522983,39.502554,1520990700
38.496587,39.386911,1520990701
38.466381,39.254578,1520990702
38.438327,39.13167,1520990703
38.411259,39.013081,1520990704
38.380067,38.876429,1520990705
38.354523,38.764516,1520990706
38.321673,38.620599,1520990707
38.300162,38.526356,1520990708
38.26301,38.363591,1520990709
38.244098,38.280736,1520990710
38.204661,38.107958,1520990711
38.190454,38.045718,1520990712
38.146042,37.851146,1520990713
38.134838,37.802062,1520990714
38.087289,37.593746,1520990715
38.07985,37.561153,1520990716
38.028895,37.337916,1520990717
38.022845,37.31141,1520990718
37.970591,37.082479,1520990719
37.955304,37.015507,1520990720
37.735176,36.051109,1520990721
37.73086,36.0322,1520990722
37.500301,35.022103,1520990723
37.276397,34.04116,1520990724
37.264348,33.98837,1520990725
37.052673,33.061004,1520990726
37.030192,32.962516,1520990728
37.030192,32.962516,1520990729
36.973426,32.713817,1520990730
36.693107,31.48572,1520990731
36.621473,31.171886,1520990732
36.361429,30.032609,1520990733
36.270602,29.634691,1520990734
36.031372,28.586604,1520990735
35.91865,28.09276,1520990736
35.689151,27.087307,1520990737
35.564265,26.54017,1520990738
35.529085,26.386043,1520990739
35.505871,26.28434,1520990740
35.472752,26.139245,1520990741
35.447342,26.027921,1520990742
35.417585,25.897552,1520990743
35.387335,25.765023,1520990744
35.363269,25.659589,1520990745
35.330195,25.514691,1520990746
35.306129,25.409256,1520990747
35.271846,25.259057,1520990748
35.250962,25.167563,1520990749
35.213227,25.002246,1520990750
35.195032,24.922532,1520990751
35.15452,24.745041,1520990752
35.137266,24.669451,1520990753
35.095856,24.488033,1520990754
35.081516,24.425205,1520990755
35.037507,24.2324,1520990756
35.026303,24.183315,1520990757
34.979247,23.977159,1520990758
34.97015,23.937302,1520990759
34.92045,23.719562,1520990760
34.912517,23.68481,1520990761
34.861876,23.462947,1520990762
34.856678,23.440172,1520990763
34.803392,23.206725,1520990764
34.801241,23.1973,1520990765
34.744819,22.950109,1520990766
34.744281,22.947753,1520990767
34.689069,22.705864,1520990768
34.686335,22.693887,1520990770
34.632288,22.457102,1520990771
34.627986,22.438253,1520990772
34.576,22.2105,1520990773
34.576,22.2105,1520990774
34.576,22.2105,1520990775
34.576,22.2105,1520990776
39.63246,25.530398,1520990777
39.639036,25.534715,1520990778
39.6631,25.550515,1520990779
39.669914,25.554989,1520990780
39.692548,25.56985,1520990781
39.701173,25.575513,1520990782
39.722259,25.589357,1520990783
39.73217,25.595864,1520990784
39.751707,25.608692,1520990785
39.763191,25.616231,1520990786
39.781632,25.628339,1520990787
39.79445,25.636755,1520990788
39.812081,25.648331,1520990789
39.825471,25.657122,1520990790
39.84141,25.667588,1520990791
39.856444,25.677458,1520990792
39.871836,25.687564,1520990793
39.882217,25.69438,1520990794
39.89211,25.700875,1520990795
39.902681,25.707816,1520990796
39.912021,25.713948,1520990797
39.936545,25.73005,1520990798
39.953414,25.741125,1520990799
39.981054,25.759273,1520990800
39.995789,25.768947,1520990801
40.025225,25.788274,1520990802
40.025225,25.788274,1520990803
40.072807,25.819515,1520990804
40.089517,25.830486,1520990805
40.139545,25.863332,1520990806
40.151975,25.871494,1520990807
40.205467,25.906615,1520990808
40.21856,25.915211,1520990809
40.272612,25.9507,1520990811
40.277439,25.953869,1520990812
40.32241,25.983396,1520990813
40.326931,25.986364,1520990814
40.372362,26.016192,1520990815
40.375465,26.01823,1520990816
40.422007,26.048788,1520990817
40.422391,26.049039,1520990818
40.468971,26.079623,1520990819
40.468971,26.079623,1520990820
40.540972,26.126896,1520990821
40.55154,26.133834,1520990822
40.619976,26.178767,1520990823
40.634427,26.188255,1520990824
40.698407,26.230262,1520990825
40.717314,26.242676,1520990826
40.779957,26.283805,1520990827
40.800647,26.29739,1520990828
40.858897,26.335635,1520990829
40.883662,26.351894,1520990830
40.939047,26.388258,1520990831
40.966612,26.406357,1520990832
41.017096,26.439502,1520990833
41.050072,26.461154,1520990834
41.097118,26.492042,1520990835
41.133151,26.5157,1520990836
41.175867,26.543746,1520990837
41.215847,26.569995,1520990838
41.255762,26.596203,1520990839
41.299243,26.624751,1520990840
41.335275,26.648408,1520990841
41.382767,26.679589,1520990842
41.393703,26.68677,1520990843
41.413716,26.69991,1520990844
41.423818,26.706542,1520990845
41.444737,26.720277,1520990846
41.454077,26.726409,1520990847
41.475973,26.740785,1520990848
41.484574,26.746432,1520990849
41.507113,26.761231,1520990850
41.515261,26.76658,1520990851
41.530166,26.776366,1520990852
41.534236,26.779039,1520990854
41.550166,26.789498,1520990855
41.553471,26.791668,1520990856
41.582794,26.81092,1520990857
41.619423,26.83497,1520990858
41.88656,27.010362,1520990859
41.91479,27.028897,1520990860
42.190325,27.209804,1520990861
42.210529,27.22307,1520990862
42.46899,27.392766,1520990863
42.484494,27.402945,1520990864
42.745079,27.574037,1520990865
42.745079,27.574037,1520990866
43.024712,27.757634,1520990867
43.028105,27.759862,1520990868
43.307738,27.943459,1520990869
43.321086,27.952223,1520990870
43.59099,28.129433,1520990871
43.61717,28.146621,1520990872
43.904165,28.335053,1520990873
43.941981,28.359881,1520990874
43.9848,28.387995,1520990875
43.993727,28.393856,1520990876
44.034256,28.420466,1520990877
44.045395,28.42778,1520990878
44.084146,28.453222,1520990879
44.097063,28.461703,1520990880
44.133799,28.485822,1520990881
44.148928,28.495756,1520990882
44.18282,28.518008,1520990883
44.200279,28.529471,1520990884
44.232868,28.550868,1520990885
44.252105,28.563498,1520990886
44.282719,28.583598,1520990887
44.303733,28.597396,1520990888
44.33253,28.616302,1520990889
44.355164,28.631163,1520990890
44.382736,28.649266,1520990891
44.406753,28.665034,1520990892
44.432981,28.682255,1520990893
44.458618,28.699087,1520990894
44.482002,28.714441,1520990896
44.510246,28.732985,1520990897
44.523064,28.741401,1520990898
44.541291,28.753368,1520990899
44.553418,28.76133,1520990900
44.572502,28.77386,1520990901
44.583009,28.780759,1520990902
44.60338,28.794133,1520990903
44.612767,28.800297,1520990904
44.634663,28.814673,1520990905
44.641715,28.819303,1520990906
44.677616,28.842874,1520990907
44.68675,28.848872,1520990908
44.72393,28.873282,1520990909
44.73015,28.877366,1520990910
44.769996,28.903528,1520990911
44.77483,28.906702,1520990912
44.816453,28.93403,1520990913
44.820683,28.936807,1520990914
44.862732,28.964415,1520990915
44.864758,28.965745,1520990916
44.908833,28.994683,1520990917
44.908833,28.994683,1520990918
44.931668,29.009676,1520990919
44.933393,29.010809,1520990920
44.955309,29.025198,1520990921
44.957672,29.026749,1520990922
44.979044,29.040782,1520990923
44.982269,29.042899,1520990924
45.002536,29.056205,1520990925
45.006866,29.059049,1520990926
45.025971,29.071592,1520990927
45.031464,29.075198,1520990928
45.049593,29.087102,1520990929
45.055967,29.091287,1520990930
45.077768,29.1056,1520990931
45.086845,29.11156,1520990932
45.107907,29.125389,1520990933
45.118033,29.132037,1520990934
45.137427,29.14477,1520990935
45.149125,29.152451,1520990937
45.167328,29.164402,1520990938
45.180409,29.17299,1520990939
45.19742,29.18416,1520990940
45.211549,29.193436,1520990941
45.226892,29.20351,1520990942
45.242641,29.21385,1520990943
45.256341,29.222845,1520990944
45.27359,29.23417,1520990945
45.286146,29.242414,1520990946
45.304611,29.254538,1520990947
45.316334,29.262234,1520990948
45.335632,29.274905,1520990949
45.346544,29.28207,1520990950
45.366915,29.295444,1520990951
45.376684,29.301858,1520990952
45.397912,29.315796,1520990953
45.406752,29.3216,1520990954
45.428886,29.336132,1520990955
45.436367,29.341044,1520990956
45.460073,29.356609,1520990957
45.466173,29.360613,1520990958
45.491309,29.377117,1520990959
45.496622,29.380605,1520990960
48.904538,31.618126,1520990961
48.904538,31.618126,1520990962
48.904538,31.618126,1520990963
48.904538,31.618126,1520990964
48.904538,31.618126,1520990965
48.904538,31.618126,1520990966
48.904538,31.618126,1520990967
48.904538,31.618126,1520990968
48.904538,31.618126,1520990969
48.904538,31.618126,1520990970
48.904538,31.618126,1520990971
48.904538,31.618126,1520990972
48.904538,31.618126,1520990973
48.904538,31.618126,1520990974
48.904538,31.618126,1520990975
48.904538,31.618126,1520990976
48.904538,31.618126,1520990977
48.904538,31.618126,1520990979
48.904538,31.618126,1520990980
52.216374,33.792564,1520990981
52.238675,33.807206,1520990982
52.247395,33.812931,1520990983
52.267742,33.82629,1520990984
52.278797,33.833549,1520990985
52.297548,33.84586,1520990986
52.309794,33.8539,1520990987
52.327544,33.865554,1520990988
52.340672,33.874174,1520990989
52.357541,33.885249,1520990990
52.430137,33.932913,1520990991
52.508143,33.984129,1520990992
52.58783,34.036449,1520990993
52.659586,34.083561,1520990994
52.677134,34.095083,1520990995
53.755945,34.803393,1520990996
53.931363,34.918567,1520990997
