x,y,length_x,length_y
86.856,39.6705,1.1,2.5
86.856,42.2105,1.1,2.5
86.876,44.7105,1.1,2.5
86.876,47.1705,1.1,2.5
86.876,49.7105,1.1,2.5
86.876,52.2105,1.1,2.5
86.876,54.6905,1.1,2.5
86.876,57.2305,1.1,2.5
87.956,37.1905,1.1,2.5
87.956,39.6905,1.1,2.5
87.976,44.7305,1.1,2.5
87.976,47.1905,1.1,2.5
87.976,49.7305,1.1,2.5
87.976,54.7005,1.1,2.5
87.976,57.2505,1.1,2.5
91.746,37.1805,1.1,2.5
91.746,39.6805,1.1,2.5
91.746,42.2205,1.1,2.5
91.766,44.7205,1.1,2.5
91.766,47.1805,1.1,2.5
91.766,49.7205,1.1,2.5
91.766,52.2205,1.1,2.5
91.766,54.6905,1.1,2.5
91.766,57.2405,1.1,2.5
93.366,47.5305,2,22.35
95.196,37.1805,1.1,2.5
95.196,39.6805,1.1,2.5
95.196,42.2205,1.1,2.5
95.216,44.7205,1.1,2.5
95.216,47.1805,1.1,2.5
95.216,49.7205,1.1,2.5
95.216,52.2205,1.1,2.5
95.216,54.6905,1.1,2.5
95.216,57.2405,1.1,2.5
99.006,37.1705,1.1,2.5
99.006,39.6705,1.1,2.5
99.016,44.7105,1.1,2.5
99.016,47.1705,1.1,2.5
99.016,49.7105,1.1,2.5
99.016,54.6905,1.1,2.5
99.016,57.2305,1.1,2.5
100.126,37.1905,1.1,2.5
100.126,39.6905,1.1,2.5
100.126,42.2305,1.1,2.5
100.146,44.7305,1.1,2.5
100.146,47.1905,1.1,2.5
100.146,49.7305,1.1,2.5
100.146,52.2305,1.1,2.5
100.146,54.7005,1.1,2.5
100.146,57.2505,1.1,2.5
103.936,37.0605,1.1,2.5
103.936,39.5605,1.1,2.5
103.936,42.1005,1.1,2.5
103.956,44.6005,1.1,2.5
103.956,47.0605,1.1,2.5
103.956,49.6005,1.1,2.5
103.956,52.1005,1.1,2.5
103.956,54.5805,1.1,2.5
103.956,57.1205,1.1,2.5
105.066,37.0805,1.1,2.5
105.066,39.5805,1.1,2.5
105.066,42.1205,1.1,2.5
105.076,44.6205,1.1,2.5
105.076,47.0805,1.1,2.5
105.076,49.6205,1.1,2.5
105.076,52.1205,1.1,2.5
105.076,54.6005,1.1,2.5
105.076,57.1405,1.1,2.5
99.776,32.6405,2.5,1.1
102.226,32.6605,2.4,1.1
104.626,32.6605,2.4,1.1
108.876,34.4405,1.1,2.5
108.896,36.9205,1.1,2.5
108.896,39.3805,1.1,2.5
108.896,41.8405,1.1,2.5
108.896,44.3405,1.1,2.5
108.896,46.8105,1.1,2.5
108.896,49.3105,1.1,2.5
108.886,51.7605,1.1,2.5
108.946,55.3605,1.1,2.5
108.936,57.8605,1.1,2.5
108.936,60.3605,1.1,2.5
5.526,69.7105,10,13
78.126,18.4105,0.9,2.4
78.126,20.8205,0.9,2.4
78.126,23.2205,0.9,2.4
78.126,25.5205,0.9,2.4
78.126,27.9605,0.9,2.5
79.296,30.1605,1.55,1.1
80.416,18.3705,0.9,2.4
80.416,20.7705,0.9,2.4
80.416,23.1705,0.9,2.4
80.436,25.5705,0.9,2.4
80.436,28.0005,0.9,2.5
81.336,15.9705,0.9,2.4
81.336,18.3705,0.9,2.4
81.336,20.7705,0.9,2.4
81.336,23.1705,0.9,2.4
81.316,25.5705,0.9,2.4
81.316,28.0005,0.9,2.5
82.496,30.1605,1.55,1.1
83.636,15.9705,0.9,2.4
83.636,18.3705,0.9,2.4
83.636,20.7705,0.9,2.4
83.616,23.1705,0.9,2.4
83.626,25.5705,0.9,2.4
83.626,28.0005,0.9,2.5
84.536,15.9705,0.9,2.4
84.536,18.3705,0.9,2.4
84.536,20.7705,0.9,2.4
84.526,23.1705,0.9,2.4
84.516,25.5705,0.9,2.4
84.516,28.0005,0.9,2.5
86.226,30.1605,1.55,1.1
88.036,15.9705,0.9,2.4
88.036,18.3805,0.9,2.4
88.036,22.5705,0.9,2.4
88.016,24.9705,0.9,2.4
88.016,27.4005,0.9,2.5
89.076,16.0605,1.1,2.5
89.076,18.5605,1.1,2.5
89.076,21.0605,1.1,2.5
89.076,23.5605,1.1,2.5
89.076,26.0605,1.1,2.5
89.076,28.5605,1.1,2.5
92.876,16.0605,1.1,2.5
92.876,18.5605,1.1,2.5
92.876,21.0605,1.1,2.5
92.876,23.5605,1.1,2.5
92.876,26.0605,1.1,2.5
92.876,28.5605,1.1,2.5
94.096,22.2105,1.1,15
95.176,16.0605,1.1,2.5
95.176,18.5605,1.1,2.5
95.176,21.0605,1.1,2.5
95.176,23.5605,1.1,2.5
95.176,26.0605,1.1,2.5
95.176,28.5605,1.1,2.5
98.976,16.0605,1.1,2.5
98.976,18.5605,1.1,2.5
98.976,22.7105,1.1,2.5
98.976,25.2105,1.1,2.5
98.976,27.7105,1.1,2.5
100.106,16.0605,1.1,2.5
100.106,18.5605,1.1,2.5
100.106,21.0605,1.1,2.5
100.106,23.5605,1.1,2.5
100.106,26.0605,1.1,2.5
100.106,28.5605,1.1,2.5
103.876,16.0605,1.1,2.5
103.876,18.5605,1.1,2.5
103.876,21.0605,1.1,2.5
103.876,23.5605,1.1,2.5
103.876,26.0605,1.1,2.5
103.876,28.5605,1.1,2.5
105.006,16.0605,1.1,2.5
105.006,18.5605,1.1,2.5
105.006,21.0605,1.1,2.5
105.006,23.5605,1.1,2.5
105.006,26.0605,1.1,2.5
105.006,28.5605,1.1,2.5
108.826,14.5105,1.1,2.5
108.826,17.0305,1.1,2.5
108.826,19.4605,1.1,2.5
108.826,21.9605,1.1,2.5
108.826,24.4605,1.1,2.5
108.826,26.9605,1.1,2.5
108.826,29.4805,1.1,2.5
105.876,11.2605,2.5,1.1
103.376,11.2605,2.5,1.1
100.876,11.2605,2.5,1.1
97.306,11.2605,2.5,1.1
94.806,11.2605,2.5,1.1
92.306,11.2605,2.5,1.1
89.806,11.2605,2.5,1.1
86.336,11.2605,2.5,1.1
83.836,11.2605,2.5,1.1
5.526,69.7105,10,13
5.526,69.7105,10,13
5.526,69.7105,10,13
45.176,69.3105,1.1,5.8
81.326,8.1105,1.8,0.6
83.816,10.2605,2.5,0.9
83.146,8.1205,1.8,0.6
86.316,10.2605,2.5,0.9
84.946,8.1205,1.8,0.6
86.746,8.1205,1.8,0.6
88.546,8.1205,1.8,0.6
89.776,10.2605,2.5,0.9
90.346,8.1205,1.8,0.6
92.276,10.2605,2.5,0.9
92.146,8.1205,1.8,0.6
94.776,10.2605,2.5,0.9
93.916,8.1205,1.8,0.6
97.276,10.2605,2.5,0.9
95.716,8.1205,1.8,0.6
100.856,10.2605,2.5,0.9
97.516,8.1205,1.8,0.6
103.356,10.2605,2.5,0.9
99.316,8.1205,1.8,0.6
105.856,10.2605,2.5,0.9
101.116,8.1205,1.8,0.6
102.916,8.1205,1.8,0.6
104.716,8.1205,1.8,0.6
109.126,9.3105,0.6,1.8
109.126,7.5105,0.6,1.8
109.126,5.7105,0.6,1.8
109.126,3.9105,0.6,1.8
109.126,2.1105,0.6,1.8
104.726,7.3605,1.8,0.7
104.706,5.7105,1.8,0.6
102.926,7.3605,1.8,0.7
102.906,5.7105,1.8,0.6
101.126,7.3605,1.8,0.7
101.106,5.7105,1.8,0.6
99.326,7.3605,1.8,0.7
99.306,5.7105,1.8,0.6
97.526,7.3605,1.8,0.7
97.506,5.7105,1.8,0.6
95.726,7.3605,1.8,0.7
95.706,5.7105,1.8,0.6
93.926,7.3605,1.8,0.7
93.906,5.7105,1.8,0.6
92.126,7.3605,1.8,0.7
92.106,5.7105,1.8,0.6
90.346,7.3605,1.8,0.7
90.326,5.7105,1.8,0.6
88.546,7.3605,1.8,0.7
88.526,5.7105,1.8,0.6
86.746,7.3605,1.8,0.7
86.726,5.7105,1.8,0.6
84.946,7.3605,1.8,0.7
84.926,5.7105,1.8,0.6
83.146,7.3605,1.8,0.7
83.126,5.7105,1.8,0.6
81.346,7.3605,1.8,0.7
81.326,5.7105,1.8,0.6
81.326,3.3805,1.8,0.65
81.326,5.0305,1.8,0.64
83.146,3.3805,1.8,0.65
83.146,5.0405,1.8,0.64
84.946,3.3805,1.8,0.65
84.946,5.0405,1.8,0.64
86.746,3.3805,1.8,0.65
86.746,5.0405,1.8,0.64
88.546,3.3805,1.8,0.65
88.546,5.0405,1.8,0.64
90.346,3.3805,1.8,0.65
90.346,5.0405,1.8,0.64
92.146,3.3805,1.8,0.65
92.146,5.0405,1.8,0.64
93.916,3.3805,1.8,0.65
93.916,5.0405,1.8,0.64
95.716,3.3805,1.8,0.65
95.716,5.0405,1.8,0.64
97.516,3.3805,1.8,0.65
97.516,5.0405,1.8,0.64
99.316,3.3805,1.8,0.65
99.316,5.0405,1.8,0.64
101.116,3.3805,1.8,0.65
101.116,5.0405,1.8,0.64
102.916,3.3805,1.8,0.65
102.916,5.0405,1.8,0.64
104.716,3.3805,1.8,0.65
104.716,5.0405,1.8,0.64
104.726,2.6105,1.8,0.8
106.526,0.6105,1.8,0.81
102.926,2.6105,1.8,0.8
104.726,0.6105,1.8,0.81
101.126,2.6105,1.8,0.8
102.926,0.6105,1.8,0.81
99.326,2.6105,1.8,0.8
101.126,0.6105,1.8,0.81
97.526,2.6105,1.8,0.8
99.326,0.6105,1.8,0.81
95.726,2.6105,1.8,0.8
93.926,2.6105,1.8,0.8
95.726,0.6105,1.8,0.81
92.126,2.6305,1.8,0.81
90.326,2.6305,1.8,0.81
88.526,2.6305,1.8,0.81
86.726,2.6305,1.8,0.81
84.826,0.6105,1.8,0.8
84.926,2.6305,1.8,0.81
83.026,0.6105,1.8,0.8
83.106,2.6105,1.8,0.81
81.226,0.6105,1.8,0.8
81.326,2.6105,1.8,0.81
79.426,0.6105,1.8,0.8
77.926,1.9005,0.6,1.8
77.926,3.7005,0.6,1.8
77.926,5.5005,0.6,1.8
77.926,7.3005,0.6,1.8
77.926,9.1005,0.6,1.8
73.026,15.7105,1.8,0.6
71.226,15.7105,1.8,0.6
72.856,11.0105,1.8,0.6
71.056,11.0105,1.8,0.6
69.256,11.0105,1.8,0.6
67.426,11.0105,1.8,0.6
64.696,10.9605,1.8,0.6
62.926,10.9605,1.8,0.6
61.126,10.9605,1.8,0.6
59.326,10.9605,1.8,0.6
57.526,10.9605,1.8,0.6
54.226,8.4005,1.8,0.6
56.026,8.4005,1.8,0.6
57.556,10.3605,1.8,0.6
57.826,8.4005,1.8,0.6
59.356,10.3605,1.8,0.6
59.626,8.4005,1.8,0.6
61.156,10.3605,1.8,0.6
61.426,8.4005,1.8,0.6
62.956,10.3605,1.8,0.6
63.226,8.4005,1.8,0.6
64.696,10.3605,1.8,0.6
65.026,8.4005,1.8,0.6
66.826,8.4005,1.8,0.6
67.446,10.4105,1.8,0.6
68.626,8.4005,1.8,0.6
69.246,10.4105,1.8,0.6
70.426,8.4005,1.8,0.6
71.046,10.4105,1.8,0.6
72.226,8.4005,1.8,0.6
72.846,10.4105,1.8,0.6
76.356,9.2105,0.45,1.8
76.356,7.4105,0.45,1.8
76.356,5.6105,0.45,1.8
76.356,3.8105,0.45,1.8
76.356,2.0105,0.45,1.8
72.226,7.8005,1.8,0.6
72.226,5.8005,1.8,0.6
70.426,7.8005,1.8,0.6
70.426,5.8005,1.8,0.6
68.626,7.8005,1.8,0.6
68.626,5.8005,1.8,0.6
66.826,7.8005,1.8,0.6
66.826,5.8005,1.8,0.6
65.026,7.8005,1.8,0.6
65.026,5.8005,1.8,0.6
63.226,7.8005,1.8,0.6
63.226,5.8005,1.8,0.6
61.426,7.8005,1.8,0.6
61.426,5.8005,1.8,0.6
59.626,7.8005,1.8,0.6
59.626,5.8005,1.8,0.6
57.826,7.8005,1.8,0.6
57.826,5.8005,1.8,0.6
56.026,7.8005,1.8,0.6
56.026,5.8005,1.8,0.6
54.226,7.8005,1.8,0.6
54.226,5.8005,1.8,0.6
54.226,3.3805,1.8,0.45
54.226,5.2305,1.8,0.45
56.026,3.3805,1.8,0.45
56.026,5.2305,1.8,0.45
57.826,3.3805,1.8,0.45
57.826,5.2305,1.8,0.45
59.606,3.3805,1.8,0.45
59.606,5.2305,1.8,0.45
61.406,3.3805,1.8,0.45
61.406,5.2305,1.8,0.45
63.206,3.3805,1.8,0.45
63.206,5.2305,1.8,0.45
65.006,3.3805,1.8,0.45
65.006,5.2305,1.8,0.45
66.806,3.3805,1.8,0.45
66.806,5.2305,1.8,0.45
68.606,3.3805,1.8,0.45
68.606,5.2305,1.8,0.45
70.406,3.3805,1.8,0.45
70.406,5.2305,1.8,0.45
72.206,3.3805,1.8,0.45
72.206,5.2305,1.8,0.45
72.216,2.9305,1.8,0.45
74.426,1.0105,1.8,0.45
70.416,2.9305,1.8,0.45
72.626,1.0105,1.8,0.45
68.616,2.9305,1.8,0.45
70.826,1.0105,1.8,0.45
66.816,2.9305,1.8,0.45
69.026,1.0105,1.8,0.45
65.016,2.9305,1.8,0.45
67.236,1.0105,1.8,0.45
63.216,2.9305,1.8,0.45
61.416,2.9305,1.8,0.45
63.006,1.0105,1.8,0.45
59.616,2.9305,1.8,0.45
61.206,1.0105,1.8,0.45
57.836,2.9305,1.8,0.45
59.426,1.0105,1.8,0.45
56.036,2.9305,1.8,0.45
57.626,1.0105,1.8,0.45
54.236,2.9305,1.8,0.45
55.826,1.0105,1.8,0.45
60.526,18.1105,1.8,0.6
62.326,18.1105,1.8,0.6
64.126,18.1105,1.8,0.6
65.926,18.1105,1.8,0.6
67.726,18.1105,1.8,0.6
69.526,18.1105,1.8,0.6
71.326,18.1105,1.8,0.6
73.126,18.1105,1.8,0.6
60.576,16.5105,1.8,0.6
62.376,16.5105,1.8,0.6
64.176,16.5105,1.8,0.6
65.976,16.5105,1.8,0.6
67.726,16.5105,1.8,0.6
69.526,16.5105,1.8,0.6
71.326,16.5105,1.8,0.6
73.126,16.5105,1.8,0.6
60.526,20.5105,1.8,0.6
62.326,20.5105,1.8,0.6
64.126,20.5105,1.8,0.6
67.726,20.5105,1.8,0.6
69.526,20.5105,1.8,0.6
71.326,20.5105,1.8,0.6
73.126,20.5105,1.8,0.6
60.526,18.7105,1.8,0.6
62.326,18.7105,1.8,0.6
64.126,18.7105,1.8,0.6
65.926,18.7105,1.8,0.6
67.726,18.7105,1.8,0.6
69.526,18.7105,1.8,0.6
71.326,18.7105,1.8,0.6
73.126,18.7105,1.8,0.6
60.526,22.7605,1.8,0.6
62.326,22.7605,1.8,0.6
64.126,22.7605,1.8,0.6
65.926,22.7605,1.8,0.6
67.726,22.7605,1.8,0.6
69.526,22.7605,1.8,0.6
71.326,22.7605,1.8,0.6
73.126,22.7605,1.8,0.6
60.526,21.1105,1.8,0.6
62.326,21.1105,1.8,0.6
64.126,21.1105,1.8,0.6
67.726,21.1105,1.8,0.6
69.526,21.1105,1.8,0.6
71.326,21.1105,1.8,0.6
73.126,21.1105,1.8,0.6
60.526,24.8605,1.8,0.6
62.326,24.8605,1.8,0.6
64.126,24.8605,1.8,0.6
65.926,24.8605,1.8,0.6
67.726,24.8605,1.8,0.6
69.526,24.8605,1.8,0.6
71.326,24.8605,1.8,0.6
73.126,24.8605,1.8,0.6
60.526,23.3605,1.8,0.6
62.326,23.3605,1.8,0.6
64.126,23.3605,1.8,0.6
65.926,23.3605,1.8,0.6
67.726,23.3605,1.8,0.6
69.526,23.3605,1.8,0.6
71.326,23.3605,1.8,0.6
73.126,23.3605,1.8,0.6
60.526,27.2005,1.8,0.8
62.326,27.2005,1.8,0.8
64.126,27.2005,1.8,0.8
65.926,27.2205,1.8,0.8
67.626,27.2005,1.8,0.8
69.426,27.2005,1.8,0.8
71.226,27.2005,1.8,0.8
73.026,27.2005,1.8,0.8
60.526,25.4605,1.8,0.6
62.326,25.4605,1.8,0.6
64.126,25.4605,1.8,0.6
65.926,25.4605,1.8,0.6
67.726,25.4605,1.8,0.6
69.526,25.4605,1.8,0.6
71.326,25.4605,1.8,0.6
73.126,25.4605,1.8,0.6
60.526,29.0105,1.8,0.8
62.326,29.0105,1.8,0.8
64.126,29.0105,1.8,0.8
65.926,29.0205,1.8,0.8
67.726,29.0105,1.8,0.8
69.526,29.0105,1.8,0.8
71.326,29.0105,1.8,0.8
73.126,29.0105,1.8,0.8
60.526,27.1905,1.8,0.8
62.326,27.1905,1.8,0.8
64.126,27.1905,1.8,0.8
65.926,27.2005,1.8,0.8
67.626,27.1905,1.8,0.8
69.426,27.1905,1.8,0.8
71.226,27.1905,1.8,0.8
73.026,27.1905,1.8,0.8
60.526,29.0005,1.8,0.8
62.326,29.0005,1.8,0.8
64.126,29.0005,1.8,0.8
65.926,29.0105,1.8,0.8
67.726,29.0005,1.8,0.8
69.526,29.0005,1.8,0.8
71.326,29.0005,1.8,0.8
73.126,29.0005,1.8,0.8
68.026,30.7105,1.8,0.6
69.826,30.7105,1.8,0.6
71.626,30.7105,1.8,0.6
73.426,30.7105,1.8,0.6
60.526,33.6105,1.8,0.8
62.326,33.6105,1.8,0.8
64.126,33.6105,1.8,0.8
65.926,33.6205,1.8,0.8
68.426,33.6105,1.8,0.8
70.226,33.6105,1.8,0.8
72.026,33.6105,1.8,0.8
73.826,33.6105,1.8,0.8
66.126,32.1105,1.8,0.6
67.926,32.1105,1.8,0.6
69.726,32.1105,1.8,0.6
71.526,32.1105,1.8,0.6
73.326,32.1105,1.8,0.6
75.126,32.1205,1.8,0.6
60.526,37.0205,1.8,0.8
62.326,37.0205,1.8,0.8
64.126,37.0205,1.8,0.8
65.926,37.0405,1.8,0.8
68.426,37.0205,1.8,0.8
70.226,37.0205,1.8,0.8
72.026,37.0205,1.8,0.8
73.826,37.0205,1.8,0.8
59.426,35.5105,0.4,0.4
60.526,35.3105,1.8,0.8
62.326,35.3105,1.8,0.8
64.126,35.3105,1.8,0.8
65.926,35.3105,1.8,0.8
68.426,35.3105,1.8,0.8
70.226,35.3105,1.8,0.8
72.026,35.3105,1.8,0.8
73.826,35.3105,1.8,0.8
76.326,33.3005,0.6,1.8
76.326,35.1005,0.6,1.8
60.526,35.3105,1.8,0.8
62.326,35.3105,1.8,0.8
64.126,35.3105,1.8,0.8
65.926,35.3105,1.8,0.8
68.426,35.3105,1.8,0.8
70.226,35.3105,1.8,0.8
72.026,35.3105,1.8,0.8
73.826,35.3105,1.8,0.8
60.526,33.6105,1.8,0.8
62.326,33.6105,1.8,0.8
64.126,33.6105,1.8,0.8
65.926,33.6205,1.8,0.8
68.426,33.6105,1.8,0.8
70.226,33.6105,1.8,0.8
72.026,33.6105,1.8,0.8
73.826,33.6105,1.8,0.8
60.526,38.8005,1.8,0.8
62.326,38.8005,1.8,0.8
64.126,38.8005,1.8,0.8
65.926,38.8105,1.8,0.8
68.426,38.8005,1.8,0.8
70.226,38.8005,1.8,0.8
72.026,38.8005,1.8,0.8
73.826,38.8005,1.8,0.8
59.426,37.2105,0.4,0.4
60.526,37.0205,1.8,0.8
62.326,37.0205,1.8,0.8
64.126,37.0205,1.8,0.8
65.926,37.0405,1.8,0.8
68.426,37.0205,1.8,0.8
70.226,37.0205,1.8,0.8
72.026,37.0205,1.8,0.8
73.826,37.0205,1.8,0.8
76.326,36.9205,0.6,1.8
76.326,38.7205,0.6,1.8
60.526,40.6105,1.8,0.8
62.326,40.6105,1.8,0.8
64.126,40.6105,1.8,0.8
65.926,40.6205,1.8,0.8
68.426,40.6105,1.8,0.8
70.226,40.6105,1.8,0.8
72.026,40.6105,1.8,0.8
73.826,40.6105,1.8,0.8
59.426,39.0105,0.4,0.4
60.526,38.8005,1.8,0.8
62.326,38.8005,1.8,0.8
64.126,38.8005,1.8,0.8
65.926,38.8105,1.8,0.8
68.426,38.8005,1.8,0.8
70.226,38.8005,1.8,0.8
72.026,38.8005,1.8,0.8
73.826,38.8005,1.8,0.8
76.326,40.5205,0.6,1.8
60.526,42.3105,1.8,0.9
62.326,42.3105,1.8,0.9
64.126,42.3105,1.8,0.9
68.426,42.3105,1.8,0.9
70.226,42.3105,1.8,0.9
72.026,42.3105,1.8,0.9
73.826,42.3105,1.8,0.9
59.426,40.8105,0.4,0.4
60.526,40.6105,1.8,0.8
62.326,40.6105,1.8,0.8
64.126,40.6105,1.8,0.8
65.926,40.6205,1.8,0.8
68.426,40.6105,1.8,0.8
70.226,40.6105,1.8,0.8
72.026,40.6105,1.8,0.8
73.826,40.6105,1.8,0.8
60.526,43.8105,1.8,0.8
62.326,43.8105,1.8,0.8
64.126,43.8105,1.8,0.8
65.926,43.8205,1.8,0.8
68.426,43.8105,1.8,0.8
70.226,43.8105,1.8,0.8
72.026,43.8105,1.8,0.8
73.826,43.8105,1.8,0.8
59.426,42.5105,0.4,0.4
60.526,42.3105,1.8,0.9
62.326,42.3105,1.8,0.9
64.126,42.3105,1.8,0.9
68.426,42.3105,1.8,0.9
70.226,42.3105,1.8,0.9
72.026,42.3105,1.8,0.9
73.826,42.3105,1.8,0.9
